time,label,F0,F1,F2,F3,set,word
61.58826303854875,THOUGHT_taught,121.38000854090198,552.993369488654,826.1900443188721,2598.5528834590555,THOUGHT,taught
62.68426303854875,THOUGHT_jaw,123.01842029320096,570.998140327469,837.7376519670426,2385.617552074335,THOUGHT,jaw
63.69626303854875,NURSE_nurse,131.2097826815089,504.0828690922521,1337.6282795960822,2654.971201416823,NURSE,nurse
64.76426303854876,THOUGHT_caught,132.31291539805105,550.7961185936188,833.002059875959,2626.5292153659093,THOUGHT,caught
65.78026303854875,LOT_lot,119.13595027769557,550.989629614631,828.6142535908779,2565.115038214935,LOT,lot
67.18426303854875,DRESS_step,155.29927088736807,640.0156215828434,1884.1425423428768,2010.735510166854,DRESS,step
68.12226303854875,NEAR_near:1,137.44513300846845,386.0321917810668,2055.42768938403,2517.4695331256553,NEAR,near
68.25426303854874,NEAR_near:2,140.30460155471377,672.0118185191321,1841.218330897045,2733.0951001832914,NEAR,near
69.37626303854876,GOOSE_tooth,149.12893542193106,405.72524376724016,1461.0583502468053,2315.1162151643225,GOOSE,tooth
70.39626303854874,LOT_stop,125.19893901874619,730.3696084509697,1162.5478679080738,2518.772216760973,LOT,stop
71.56026303854875,PALM_psalm,129.3697590311213,761.4453872396593,1304.67060908218,2948.1023183579578,PALM,psalm
72.74692970521542,2LETTER_paper,150.19585282809987,608.2110411823205,1333.7727115105658,2702.544736713982,LETTER,paper
73.58426303854876,KIT_sit,162.44156092518426,490.2238291379537,1933.9183472963114,2889.26285697569,KIT,sit
74.71226303854876,FLEECE_feel,129.7441631528199,398.5944134393118,2413.3868399202374,2912.9777443054204,FLEECE,feel
75.80426303854875,GOOSE_goose,149.5889487979348,344.70009269783435,823.6397516894233,2519.155698447636,GOOSE,goose
76.86026303854875,NURSE_work,130.23911017919943,528.9339326014128,1225.729721313861,2310.508548175319,NURSE,work
77.93626303854876,FOOT_book,143.12098073781394,452.7205210750946,946.7835742879489,2439.0140976668176,FOOT,book
79.03826303854875,CHOICE_boy:1,130.0485311500472,485.9754389341653,824.1810553419396,2744.9413348843646,CHOICE,boy
79.19426303854875,CHOICE_boy:2,134.4148078698705,511.6798710935769,1831.5461536682835,2725.811900851991,CHOICE,boy
80.16426303854875,GOAT_boat:1,133.05536652998273,364.71392801344723,819.9465405642778,2374.418558088144,GOAT,boat
80.26826303854875,GOAT_boat:2,144.87318105896887,435.86718513670866,889.1357231212318,2656.173603538512,GOAT,boat
81.31226303854876,CLOTH_boss,123.79637800286353,659.722639476918,955.5877689005495,2747.9803542550803,CLOTH,boss
82.64292970521542,2COMMA_sofa,156.9542967972233,587.5641129570506,1350.8335315760417,2816.5572807816156,COMMA,sofa
83.47626303854875,FORCE_force,129.75229784708145,515.927039836196,810.3803313724242,2679.212044039156,FORCE,force
84.42626303854874,GOAT_know:1,124.0300587704255,276.17068804516316,1773.560559419011,2691.480255618854,GOAT,know
84.59026303854876,GOAT_know:2,135.91384756307912,407.74724342788465,741.133678603352,2175.955716671523,GOAT,know
85.62426303854875,2HAPPY_city,144.40490703679865,419.75418112841305,2455.516057962383,2889.128130148602,HAPPY,city
86.51426303854875,NEAR_beer:1,138.42193162810509,390.55236853771225,1496.0150116645877,1827.0552478576103,NEAR,beer
86.66226303854876,NEAR_beer:2,134.34756394397323,607.7812361116306,1685.748523780963,2756.1724093523726,NEAR,beer
87.60626303854875,MOUTH_cow:1,125.26214448263157,725.5039825000874,1303.381217936992,2960.5077582581876,MOUTH,cow
87.74626303854876,MOUTH_cow:2,138.68765606911688,573.6085500217415,912.1171948297688,2638.86450367734,MOUTH,cow
88.71226303854876,PALM_palm,120.92203485893583,849.0265227188519,1301.1333715894827,2950.4955822030042,PALM,palm
89.64426303854876,CLOTH_cloth,123.15389829741693,674.6368225142862,948.0240308103762,2666.2626029930434,CLOTH,cloth
90.72426303854874,FLEECE_bleed,122.78836447728823,332.3382676088374,2701.3285306610346,3236.1813949184175,FLEECE,bleed
91.75226303854876,CLOTH_cross,129.03215563786108,682.5227305610185,1020.1853398261155,2458.603222011284,CLOTH,cross
92.98426303854876,2HAPPY_happy,142.22457645530812,362.0923588207047,2726.3575856073735,3313.572471401011,HAPPY,happy
93.85626303854875,GOOSE_food,120.74212278094885,331.3201680901062,850.2469163230661,2335.461373699861,GOOSE,food
94.94026303854875,DRESS_bed,123.5752819398772,618.1924943937903,1883.3035067180217,2841.6119642927556,DRESS,bed
96.10426303854877,FLEECE_fleece,127.53869117268044,348.6127504418172,2571.6109461923484,2928.9341732461585,FLEECE,fleece
97.19626303854875,GOAT_goat:1,130.29260882453278,438.58458118414603,870.2693832373823,2171.8647885011733,GOAT,goat
97.28426303854876,GOAT_goat:2,157.6476859675891,466.01579246119763,1058.2960801927786,2446.960661826527,GOAT,goat
98.28826303854876,THOUGHT_thought,121.37773705071166,612.2455137913242,894.9737514952868,2670.0811990320367,THOUGHT,thought
99.36026303854875,BATH_bath,113.43690740162823,791.3451132616638,1262.7457408706575,2766.6932830196333,BATH,bath
100.53026303854875,SQUARE_square:1,127.54491248963322,571.3644586398784,1402.663708644143,1821.6824222322496,SQUARE,square
100.64626303854875,SQUARE_square:2,130.75861865681475,653.4789397341715,1913.4854693138775,3115.028476657622,SQUARE,square
101.58426303854876,BATH_path,124.14443707463951,775.2046856474941,1222.2821176499542,2810.449785078123,BATH,path
102.62026303854876,CURE_pure:1,127.1366537199231,466.7528978025235,1956.6573408011739,2713.2862558220604,CURE,pure
102.74026303854875,CURE_pure:2,130.13606596843354,644.0457339899912,864.6579474151545,2307.3230951215205,CURE,pure
103.70826303854875,FOOT_good,127.45120381803106,457.09869607189387,1316.7069450274678,2090.7733425430392,FOOT,good
104.74026303854876,KIT_bit,143.83695606237367,461.660782074176,1840.3567686250171,2945.1271311043424,KIT,bit
105.85226303854876,FORCE_porch,122.86785273204165,485.8736131940342,952.6332585433586,1916.772495690107,FORCE,porch
106.88826303854876,PALM_calm,108.31628460211246,785.9545246447769,1259.2880987782544,2101.2633847085367,PALM,calm
