time,label,F0,F1,F2,F3,set,word
1.0996235827664405,CURE_your:1,109.83892896608214,337.43989962136,1434.430744182142,1953.6117438404808,CURE,your
1.4236235827664405,CURE_your:2,140.49556432491948,500.88730092648456,1049.704775415913,1366.4520384231728,CURE,your
2.1496235827664405,GOAT_home:1,96.48519958288689,519.2267492179981,778.5205038104559,2491.2249216074874,GOAT,home
2.4136235827664403,GOAT_home:2,116.58500959696737,343.80825611375815,1042.503351858543,2394.7537589399058,GOAT,home
3.1296235827664405,DRESS_dress,90.2918844346082,642.597728964255,1368.537397702702,2448.285038902223,DRESS,dress
4.4189569160997735,2coMMA_comma,139.87954768514078,585.4813026946579,1162.2311904237724,3199.861535633546,coMMA,comma
5.53762358276644,2HAPPY_coffee,127.53381174345593,315.57167648261463,1601.2269811634912,2404.6230646407384,HAPPY,coffee
6.34762358276644,PRICE_try:1,77.21222702977035,634.1249546191849,938.9629533635531,2386.3512903738956,PRICE,try
6.559623582766441,PRICE_try:2,103.51608310682674,532.6431935284521,1711.995393421746,2562.820534054447,PRICE,try
7.44962358276644,START_start,86.69173447160703,525.2353380193772,1093.3601115501745,1425.6704521547047,START,start
8.58162358276644,FORCE_door,111.08790986822608,434.71533497954084,851.367795657276,1515.930780017483,FORCE,door
9.56962358276644,TRAP_bad,84.32699061513242,791.340485191595,1526.1578922490182,2236.228126478495,TRAP,bad
10.58362358276644,CURE_cure:1,103.20611486061476,428.2892013388218,1388.5224628136023,1696.9758752807722,CURE,cure
10.739623582766441,CURE_cure:2,124.04282774105062,406.0059389099643,1224.7878549548554,1247.4683931649888,CURE,cure
11.60162358276644,KIT_ship,107.59561307532236,391.475578142204,1741.3747996630843,2558.8540344598323,KIT,ship
12.68362358276644,CHOICE_coin:1,NaN,551.0318840631044,680.6004777938401,2314.7430597270773,CHOICE,coin
12.975623582766442,CHOICE_coin:2,100.24385683714402,303.3298823428374,939.3039836475942,2203.698669938779,CHOICE,coin
13.767623582766442,FACE_day:1,83.0960274044966,527.2376946455092,1883.1929900980574,2627.218952985621,FACE,day
13.97162358276644,FACE_day:2,82.01916864039714,437.50483563389264,1933.8740677706614,2632.5458443177486,FACE,day
14.82562358276644,KIT_kit,144.26115530470642,441.61684714200567,1966.9933735973148,2842.7891558486617,KIT,kit
15.929623582766443,BATH_dance,101.64090510696575,600.9989426992444,1980.0579833570798,2571.5991549915816,BATH,dance
16.92162358276644,MOUTH_mouth:1,NaN,671.3207471566611,1433.5165736118036,2346.947895069495,MOUTH,mouth
17.11362358276644,MOUTH_mouth:2,99.06729404102812,602.9157717162593,883.6411053784848,2083.642272200771,MOUTH,mouth
18.14762358276644,CURE_sure:1,118.90920926311257,473.8112193842741,1306.581169559419,1595.1870857506212,CURE,sure
18.327623582766442,CURE_sure:2,156.85018318782582,422.43764109441975,1313.5775796468586,1521.8388998775304,CURE,sure
19.36962358276644,NURSE_term,92.8521461111254,533.5501862143635,1167.277060278965,1319.4047505450744,NURSE,term
20.31762358276644,PRICE_price:1,99.46868344800153,639.5624757035597,1256.4167749345902,2373.4163995985396,PRICE,price
20.48562358276644,PRICE_price:2,NaN,498.1050865056424,1753.6140658419245,2654.3454849563245,PRICE,price
21.38362358276644,CHOICE_join:1,96.63241444602374,486.08851242855036,931.2323687450329,2289.525477594324,CHOICE,join
21.571623582766442,CHOICE_join:2,82.30334115320069,536.4911657498168,1924.3326566547905,2959.2868317536595,CHOICE,join
22.54162358276644,FLEECE_bleed,104.24240177838007,267.48099518249666,2136.489325179631,3098.6428941981812,FLEECE,bleed
23.42562358276644,DRESS_wet,91.49860500303123,639.8878400985963,1504.3077933209909,2387.168153585392,DRESS,wet
