time,label,F1,F2,F3,set,word
1.5082630385487508,CURE_your,592.5914054812013,909.3531380084494,2567.3901759994824,CURE,your
2.520263038548751,GOAT_home,400.5789592140235,759.2367082773399,2441.9036192327185,GOAT,home
3.4682630385487507,DRESS_dress,630.296738613198,1602.538647769393,2034.7768977743485,DRESS,dress
4.606929705215418,2COMMA_comma,715.4898783244569,1365.5359425359234,3060.86150786214,COMMA,comma
5.673596371882084,2HAPPY_coffee,392.26220456879935,2555.0403503340385,3053.542987203716,HAPPY,coffee
6.608263038548751,PRICE_try,733.7341734117971,1495.889445087629,2596.249549764417,PRICE,try
7.604263038548751,START_start,730.9926829848715,1239.797177064222,2358.835226835137,START,start
8.680263038548752,FORCE_door,595.5754404139211,894.2196332311671,2218.4338391258793,FORCE,door
9.904263038548752,TRAP_bad,763.4031640710344,1057.9988162292166,1707.2215435194312,TRAP,bad
11.008263038548751,CURE_cure,558.259080869004,885.7476774428469,2616.5462352958925,CURE,cure
13.11226303854875,CHOICE_coin,400.04750250892874,1757.2031476891368,2578.624216073705,CHOICE,coin
14.16426303854875,FACE_day,413.5702301205403,2350.5890920232378,2897.1328687333325,FACE,day
16.26026303854875,BATH_dance,743.0177499202168,1403.0915758226809,2810.374203537662,BATH,dance
17.264263038548748,MOUTH_mouth,768.8169559150442,1334.629183538955,2907.945912418623,MOUTH,mouth
18.45226303854875,CURE_sure,587.4468131621405,876.4623892487514,2393.6350721318486,CURE,sure
19.532263038548752,NURSE_term,654.548870337673,1261.6501925580212,2994.3096716244604,NURSE,term
20.56826303854875,PRICE_price,676.5609891813002,1689.5709409911833,2328.4198052885677,PRICE,price
21.704263038548753,CHOICE_join,632.8726088735167,1794.9739232726258,2731.153807812411,CHOICE,join
22.832263038548753,FLEECE_bleed,401.5085672816745,2059.528102983412,2638.384336404482,FLEECE,bleed
23.84826303854875,DRESS_wet,611.7621373045149,1681.7698968566528,2548.5093646425676,DRESS,wet
25.012263038548753,LOT_dot,705.4063206461947,1048.3085483519847,2638.6246427371825,LOT,dot
26.10426303854875,NEAR_fear,520.3740071291555,1887.4830054034762,2720.873917026761,NEAR,fear
28.148263038548752,TRAP_tap,763.1301777628258,1669.174369665584,2752.1385056612003,TRAP,tap
29.19626303854875,FACE_bait,467.5976093928887,2307.9986832543505,2935.1466924348715,FACE,bait
30.30026303854875,START_far,768.9490535869215,1030.7137442216972,2801.7665653292834,START,far
31.39226303854875,TRAP_cat,824.039947033355,1595.349659152243,2817.624169283216,TRAP,cat
32.52292970521542,2LETTER_letter,540.1992686062748,1605.1147932450642,2705.0228677062196,LETTER,letter
33.47626303854875,FOOT_put,489.23914383087737,1361.6992258175176,3034.1946279997183,FOOT,put
34.548263038548754,NORTH_war,532.1786866000695,794.6729536077438,2817.135105096487,NORTH,war
35.53226303854875,LOT_got,717.5655293206239,1036.2000489941418,2683.068877653105,LOT,got
36.59226303854875,NURSE_hurt,533.193098231157,1389.8735889392049,2904.036460983951,NURSE,hurt
37.70426303854875,NEAR_here,571.9535648568558,1749.0559207357433,2852.1714529476403,NEAR,here
38.76026303854875,NORTH_north,511.4093355438302,859.5315358978908,2756.1869150399184,NORTH,north
39.85626303854875,CHOICE_choice,520.279334255087,1423.748174768017,1676.739564051231,CHOICE,choice
40.90426303854875,FACE_face,392.88934233669823,2253.479701443321,2827.028184684927,FACE,face
42.03226303854875,SQUARE_care,597.8297900369951,1588.3686573333775,2040.4418195999938,SQUARE,care
43.13626303854875,STRUT_trunk,704.6268448184599,1236.5105734582185,2245.2064623277747,STRUT,trunk
44.27226303854875,MOUTH_out,614.395356190831,1086.4688948177156,2738.638226730459,MOUTH,out
45.49226303854876,2COMMA_quota,663.2455655957003,1517.2089751467076,2820.514206804317,COMMA,quota
46.46426303854875,SQUARE_air,565.2875605770148,1415.2630148673347,2056.4168950336275,SQUARE,air
47.58026303854875,NORTH_born,594.0688263948307,885.7708513122918,2890.306393200619,NORTH,born
48.53226303854875,START_heart,739.776117522931,1267.6559918992061,2766.3033317411946,START,heart
49.63226303854875,PALM_spa,717.3685321939206,1261.9111607094717,2725.3587707504958,PALM,spa
50.90426303854875,NORTH_storm,599.5466775558342,796.1331954445518,2833.0892566984826,NORTH,storm
51.88826303854876,TRAP_trap,747.2585280517596,1594.3511881416753,2619.356872342047,TRAP,trap
52.94026303854875,FOOT_foot,521.8899914258355,1266.0912137648443,2913.6484104484903,FOOT,foot
54.04426303854875,STRUT_strut,691.7583800400192,1361.8065386453509,3059.2863726903292,STRUT,strut
55.349596371882086,2LETTER_butter,634.1853492818822,1515.4665157416086,2881.543159292484,LETTER,butter
56.292263038548754,FLEECE_beat,322.3986407427278,2549.5439494412317,3235.1065064181535,FLEECE,beat
57.38826303854875,FLEECE_speak,338.07605868872656,2141.4377040434656,2966.3938320989773,FLEECE,speak
58.45226303854875,PRICE_hide,513.017208455582,2049.8479100635336,2820.205461177237,PRICE,hide
59.52426303854875,PRICE_buy,723.8010508326917,1274.794485361988,2698.6613036068115,PRICE,buy
60.59226303854875,SQUARE_fair,605.6305828512395,2133.475466055171,2952.6945527207,SQUARE,fair
61.58826303854875,THOUGHT_taught,552.9933694886532,826.1900443188725,2598.5528834590555,THOUGHT,taught
62.68426303854875,THOUGHT_jaw,570.998140327469,837.7376519670423,2385.617552074335,THOUGHT,jaw
63.69626303854875,NURSE_nurse,504.0828690922521,1337.6282795960822,2654.971201416823,NURSE,nurse
64.76426303854876,THOUGHT_caught,550.796118593618,833.002059875959,2626.529215365909,THOUGHT,caught
65.78026303854875,LOT_lot,550.989629614631,828.614253590878,2565.1150382149353,LOT,lot
68.18826303854874,NEAR_near,519.7903378674179,2341.1674128690634,2769.4254908725247,NEAR,near
69.37626303854876,GOOSE_tooth,405.7252437672402,1461.0583502468055,2315.1162151643225,GOOSE,tooth
70.39626303854874,LOT_stop,730.3696084509698,1162.5478679080736,2518.772216760973,LOT,stop
71.56026303854875,PALM_psalm,761.4453872396593,1304.67060908218,2948.1023183579578,PALM,psalm
72.59359637188209,2LETTER_paper,472.5690830128743,1988.5648065011198,2651.8565143839683,LETTER,paper
74.71226303854876,FLEECE_feel,398.5944134393117,2413.3868399202374,2912.97774430542,FLEECE,feel
75.80426303854875,GOOSE_goose,344.7000926978338,823.6397516894232,2519.1556984476356,GOOSE,goose
76.86026303854875,NURSE_work,528.9339326014131,1225.729721313861,2310.508548175319,NURSE,work
77.93626303854876,FOOT_book,452.7205210750945,946.783574287949,2439.014097666817,FOOT,book
79.11626303854875,CHOICE_boy,543.6285538408481,892.6772385555928,2805.8792394598086,CHOICE,boy
80.21626303854876,GOAT_boat,424.89915662887023,888.5147916846466,2700.2028530191396,GOAT,boat
81.31226303854876,CLOTH_boss,659.7226394769178,955.5877689005493,2747.9803542550803,CLOTH,boss
82.64292970521542,2COMMA_sofa,587.5641129570505,1350.8335315760419,2816.5572807816156,COMMA,sofa
83.47626303854875,FORCE_force,515.9270398361962,810.3803313724235,2679.212044039156,FORCE,force
84.50826303854875,GOAT_know,526.6485912696484,1189.1694816952806,2531.116519310206,GOAT,know
85.62426303854875,2HAPPY_city,419.7541811284129,2455.5160579623835,2889.128130148602,HAPPY,city
86.58826303854875,NEAR_beer,497.1781259666322,1970.0997308533742,2726.2676486828595,NEAR,beer
87.67626303854875,MOUTH_cow,748.2958914867152,1196.5186024280838,2317.363179840421,MOUTH,cow
88.71226303854876,PALM_palm,849.026522718852,1301.133371589483,2950.495582203004,PALM,palm
89.64426303854876,CLOTH_cloth,674.6368225142862,948.0240308103762,2666.2626029930434,CLOTH,cloth
90.72426303854874,FLEECE_bleed,332.3382676088373,2701.3285306610346,3236.181394918417,FLEECE,bleed
91.75226303854876,CLOTH_cross,682.5227305610184,1020.1853398261159,2458.603222011284,CLOTH,cross
92.98426303854876,2HAPPY_happy,362.09235882070476,2726.357585607373,3313.572471401011,HAPPY,happy
93.85626303854875,GOOSE_food,331.3201680901063,850.2469163230659,2335.461373699861,GOOSE,food
94.94026303854875,DRESS_bed,618.1924943937903,1883.3035067180215,2841.6119642927556,DRESS,bed
96.10426303854877,FLEECE_fleece,348.6127504418171,2571.6109461923484,2928.9341732461585,FLEECE,fleece
97.24026303854876,GOAT_goat,419.19522966119615,932.6381581863436,2230.4657362857583,GOAT,goat
98.28826303854876,THOUGHT_thought,612.2455137913244,894.9737514952869,2670.0811990320367,THOUGHT,thought
99.36026303854875,BATH_bath,791.3451132616639,1262.7457408706575,2766.6932830196333,BATH,bath
100.58826303854875,SQUARE_square,243.39237009882586,662.0744080892407,1884.5701839748008,SQUARE,square
101.58426303854876,BATH_path,775.2046856474943,1222.2821176499544,2810.449785078123,BATH,path
102.68026303854876,CURE_pure,653.4859009565736,1436.2652570740547,1827.304427330446,CURE,pure
103.70826303854875,FOOT_good,457.09869607189387,1316.7069450274678,2090.7733425430392,FOOT,good
104.74026303854876,KIT_bit,461.66078207417564,1840.3567686250171,2945.1271311043415,KIT,bit
105.85226303854876,FORCE_porch,485.8736131940345,952.6332585433588,1916.772495690107,FORCE,porch
106.88826303854876,PALM_calm,785.9545246447767,1259.2880987782544,2101.2633847085367,PALM,calm
